sentence,manual annotation,predicted annotation
ඒ වෙනුවට ඉඩම් පදනම් කරගත් විකල්පයක් පිළිබඳව ගැඹුරින් විමර්ශනය කළ යුතුය .,"[ ඒ ARGM-ADV , වෙනුවට ARGM-ADV , ඉඩම් ARG1 , පදනම් ARG1 , කරගත් ARG1 , විකල්පයක් ARG1 , පිළිබඳව ARG1 , ගැඹුරින් ARGM-MNR , විමර්ශනය investigate.01 , කළ investigate.01 , යුතුය ARGM-MOD , . O ]","[ ඒ ARGM-DIS , වෙනුවට ARGM-DIS , ඉඩම් ARG1 , පදනම් base.02 , කරගත් ARG1 , විකල්පයක් ARG1 , පිළිබඳව ARG2 , ගැඹුරින් ARG2 , විමර්ශනය O , කළ O , යුතුය ARGM-MOD , . O ], [ ඒ ARGM-DIS , වෙනුවට ARGM-DIS , ඉඩම් ARGM-DIS , පදනම් O , කරගත් O , විකල්පයක් ARG1 , පිළිබඳව ARG1 , ගැඹුරින් ARGM-MNR , විමර්ශනය investigate.01 , කළ investigate.01 , යුතුය ARGM-MOD , . O ]"
"සාරාංශයක් ලෙස , එය කතාවයි . ","[ සාරාංශයක් ARG1 , ලෙස ARG1 , , ARG1 , එය ARG1 , කතාවයි O , . O  ]",[ ]
උදාහරණ ගණනාවක් තිබේ .,"[ උදාහරණ ARG1 , ගණනාවක් ARG1 , තිබේ be.02 , . O ]","[ උදාහරණ ARG1 , ගණනාවක් O , තිබේ be.02 , . O ]"
දැන් අපි අපගේ ප්‍රතිසාධන සැලසුම් දැඩි ලෙස ක්‍රියාත්මක කළ යුතුය .,"[ දැන් ARGM-TMP , අපි ARG0 , අපගේ ARG1 , ප්‍රතිසාධන ARG1 , සැලසුම් ARG1 , දැඩි ARGM-MNR , ලෙස ARGM-MNR , ක්‍රියාත්මක implement.01 , කළ implement.01 , යුතුය ARGM-MOD , . O ]",[ ]
ඔබට ඇහුම්කන් දීම මගේ කනට සංගීතය විය !,"[ ඔබට ARG1 , ඇහුම්කන් ARG1 , දීම ARG1 , මගේ ARG2 , කනට ARG2 , සංගීතය ARG2 , විය be.01 , ! O ]","[ ඔබට ARG0 , ඇහුම්කන් listen.01 , දීම ARG1 , මගේ ARG1 , කනට ARG1 , සංගීතය ARG1 , විය O , ! O , . O ], [ ඔබට ARG0 , ඇහුම්කන් ARG1 , දීම ARG1 , මගේ ARG2 , කනට ARG2 , සංගීතය ARG2 , විය be.01 , ! O , . O ]"
"හොඳයි , කිසිවක් පරිපූර්ණ නො වේ .","[ හොඳයි ARGM-DIS , , O , කිසිවක් ARG1 , පරිපූර්ණ ARG2 , නො ARG1 , වේ be.01 , . O ]","[ හොඳයි ARGM-DIS , , O , කිසිවක් ARG1 , පරිපූර්ණ ARG2 , නො ARGM-NEG , වේ be.01 , . O ]"
අප මෙය සාක්ෂාත් කරගත යුතුයි .,"[ අප ARG0 , මෙය ARG1 , සාක්ෂාත් achieve.01 , කරගත achieve.01 , යුතුයි ARGM-MOD , . O ]","[ අප ARG0 , මෙය ARG1 , සාක්ෂාත් achieve.01 , කරගත achieve.01 , යුතුයි ARGM-MOD , . O ]"
අපට මෙහි ඇත්තේ එයයි .,"[ අපට ARG0 , මෙහි ARGM-LOC , ඇත්තේ have.03 , එයයි O , . O ] , [ අපට ARG2 , මෙහි ARG2 , ඇත්තේ ARG2 , එයයි ARG1 , . O ]","[ අපට ARG0 , මෙහි ARGM-LOC , ඇත්තේ have.03 , එයයි O , . O ]"
පරිපාලන හා ව්‍යුහාත්මක බාධක ඉවත් කළ යුතුය .,"[ පරිපාලන ARG1 , හා ARG1 , ව්‍යුහාත්මක ARG1 , බාධක ARG1 , ඉවත් remove.01 , කළ remove.01 , යුතුය ARGM-MOD , . O ]",[ ]
ස්වාභාවිකකරණ වේගය මන්දගාමී වීම පුදුමයක් නො වේ .,"[ ස්වාභාවිකකරණ ARG1 , වේගය ARG1 , මන්දගාමී ARG2 , වීම ARG2 , පුදුමයක් O , නො O , වේ be.01 , . O ]","[ ස්වාභාවිකකරණ ARG1 , වේගය ARG1 , මන්දගාමී slow_down.03 , වීම O , පුදුමයක් O , නො O , වේ O , . O ], [ ස්වාභාවිකකරණ ARG1 , වේගය ARG1 , මන්දගාමී ARG2 , වීම ARG2 , පුදුමයක් ARG2 , නො ARGM-NEG , වේ be.01 , . O ]"
ඔබ හරි . ,"[ ඔබ ARG1 , හරි ARG2 , . O  ]",[ ]
අපට වැඩි සම්බන්ධීකරණයක් සහ පුළුල් පරාසයක බලපෑම් අවශ්‍ය වේ .,"[ අපට ARG0 , වැඩි ARG1 , සම්බන්ධීකරණයක් ARG1 , සහ ARG1 , පුළුල් ARG1 , පරාසයක ARG1 , බලපෑම් ARG1 , අවශ්‍ය need.01 , වේ need.01 , . O ]","[ අපට ARG0 , වැඩි ARG1 , සම්බන්ධීකරණයක් ARG1 , සහ ARG1 , පුළුල් ARG1 , පරාසයක ARG1 , බලපෑම් O , අවශ්\u200dය need.01 , වේ need.01 , . O ]"
ඔවුන්ගෙන් සමහරක් කුඩා කණ්ඩායම්වල සාමාජිකයෝ වෙති .,"[ ඔවුන්ගෙන් ARG1 , සමහරක් ARG1 , කුඩා ARG2 , කණ්ඩායම්වල ARG2 , සාමාජිකයෝ ARG2 , වෙති be.01 , . O ]","[ ඔවුන්ගෙන් ARG1 , සමහරක් ARG1 , කුඩා ARG2 , කණ්ඩායම්වල ARG2 , සාමාජිකයෝ ARG2 , වෙති be.01 , . O ]"
අපි එයින් ප්‍රීති විය යුතුයි .,"[ අපි ARG1 , එයින් ARG0 , ප්‍රීති rejoice.01 , විය rejoice.01 , යුතුයි ARGM-MOD , . O ]","[ අපි ARG0 , එයින් ARG0 , ප්\u200dරීති rejoice.01 , විය O , යුතුයි O , . O ]"
ඔහුගේ කොන්ත්‍රාත්තුව දැන් දීර්ඝ කර ඇත .,"[ ඔහුගේ ARG1 , කොන්ත්‍රාත්තුව ARG1 , දැන් ARGM-TMP , දීර්ඝ extend.01 , කර extend.01 , ඇත extend.01 , . O ]","[ ඔහුගේ ARG1 , කොන්ත්\u200dරාත්තුව ARG1 , දැන් ARGM-TMP , දීර්ඝ extend.01 , කර O , ඇත O , . O ], [ ඔහුගේ ARG1 , කොන්ත්\u200dරාත්තුව O , දැන් O , දීර්ඝ O , කර O , ඇත have.01 , . O ]"
ඒ සඳහා ද යම් සිතුවිල්ලක් අවශ්‍ය වේ .,"[ ඒ ARG0 , සඳහා ARG0 , ද ARGM-DIS , යම් ARG1 , සිතුවිල්ලක් ARG1 , අවශ්‍ය require.01 , වේ require.01 , . O ]","[ ඒ ARG1 , සඳහා ARG1 , ද ARGM-ADV , යම් ARG1 , සිතුවිල්ලක් ARG1 , අවශ්\u200dය need.01 , වේ need.01 , . O ]"
අපට එකඟතාවයකට පැමිණිය හැකිය .,"[ අපට ARG0 , එකඟතාවයකට ARG1 , පැමිණිය reach.01 , හැකිය ARGM-MOD , . O ]","[ අපට ARG0 , එකඟතාවයකට ARG1 , පැමිණිය come.01 , හැකිය ARGM-MOD , . O ]"
අපට බොහෝ දේ කළ හැකි අතර අප විසින් කළ යුතුය .,"[ අපට ARG0 , බොහෝ ARG1 , දේ ARG1 , කළ do.02 , හැකි ARGM-MOD , අතර O , අප O , විසින් O , කළ O , යුතුය O , . O ]","[ අපට ARG0 , බොහෝ ARG1 , දේ ARG1 , කළ do.02 , හැකි ARGM-MOD , අතර O , අප ARG0 , විසින් O , කළ O , යුතුය O , . O ]"
ස්වාභාවික ධනය අනාගත පරපුර සඳහා ආරක්ෂා කළ යුතුය .,"[ ස්වාභාවික ARG1 , ධනය ARG1 , අනාගත ARG2 , පරපුර ARG2 , සඳහා ARG2 , ආරක්ෂා preserve.01 , කළ preserve.01 , යුතුය ARGM-MOD , . O ]","[ ස්වාභාවික ARG1 , ධනය ARG1 , අනාගත ARG1 , පරපුර ARG1 , සඳහා ARG1 , ආරක්ෂා protect.01 , කළ protect.01 , යුතුය ARGM-MOD , . O ]"
මෙම උත්සාහයන් . ල දරන්නේ දැයි අපි බලමු .,"[ මෙම ARG1 , උත්සාහයන් ARG1 , . ARG1 , ල ARG1 , දරන්නේ ARG1 , දැයි ARG1 , අපි ARG0 , බලමු see.01 , . O ]","[ මෙම ARG1 , උත්සාහයන් ARG1 , . O , ල O , දරන්නේ bear.01 , දැයි O , අපි ARG0 , බලමු O , . O ], [ මෙම ARG1 , උත්සාහයන් ARG1 , . O , ල O , දරන්නේ ARG1 , දැයි ARG1 , අපි ARG0 , බලමු see.01 , . O ]"
මෙය ශක්තිමත් කිරීමේ වැදගත් අංශයක් විය .,"[ මෙය ARG1 , ශක්තිමත් ARG2 , කිරීමේ ARG2 , වැදගත් ARG2 , අංශයක් ARG2 , විය be.01 , . O ]","[ මෙය ARG1 , ශක්තිමත් ARG1 , කිරීමේ ARG1 , වැදගත් ARG1 , අංශයක් ARG1 , විය be.01 , . O ]"
අපිට මොනවද කරන්න පුළුවන් ?,"[ අපිට ARG0 , මොනවද ARG1 , කරන්න do.02 , පුළුවන් ARGM-MOD , ? O ]","[ අපිට ARG0 , මොනවද ARG1 , කරන්න do.02 , පුළුවන් ARGM-MOD , ? O , . O ]"
රෝගීන් සෞඛ්‍ය ආරක්ෂණ ප්‍රතිපත්තියේ විෂය වේ .,"[ රෝගීන් ARG1 , සෞඛ්‍ය ARG2 , ආරක්ෂණ ARG2 , ප්‍රතිපත්තියේ ARG2 , විෂය ARG2 , වේ be.01 , . O ]","[ රෝගීන් ARG0 , සෞඛ්\u200dය ARG1 , ආරක්ෂණ ARG2 , ප්\u200dරතිපත්තියේ ARG2 , විෂය ARG2 , වේ be.01 , . O ]"
පුළුල් දූෂණ විරෝධී උපාය මාර්ගයක් වර්ධනය කළ යුතුය .,"[ පුළුල් ARG0 , දූෂණ ARG0 , විරෝධී ARG0 , උපාය ARG0 , මාර්ගයක් ARG0 , වර්ධනය O , කළ O , යුතුය need.01 , . O ] , [ පුළුල් ARG1 , දූෂණ ARG1 , විරෝධී ARG1 , උපාය ARG1 , මාර්ගයක් ARG1 , වර්ධනය develop.02 , කළ develop.02 , යුතුය O1 , . O ]","[ පුළුල් O , දූෂණ O , විරෝධී O , උපාය ARG1 , මාර්ගයක් ARG1 , වර්ධනය grow.01 , කළ O , යුතුය O , . O ]"
ඔබට ප්‍රශ්නය නැවත කළ හැකිද ?,"[ ඔබට ARG0 , ප්‍රශ්නය ARG1 , නැවත repeat.01 , කළ repeat.01 , හැකිද ARGM-MOD , ? O ]","[ ඔබට ARG0 , ප්\u200dරශ්නය ARG1 , නැවත O , කළ do.02 , හැකිද ARGM-MOD , ? O , . O ]"
ඊයේ ජාත්‍යන්තර කාන්තා දිනය විය .,"[ ඊයේ ARG1 , ජාත්‍යන්තර ARG2 , කාන්තා ARG2 , දිනය ARG2 , විය be.01 , . O ]","[ ඊයේ ARGM-TMP , ජාත්\u200dයන්තර ARG2 , කාන්තා ARG2 , දිනය ARG2 , විය be.01 , . O ]"
වෙළඳපොළ තිබේ .,"[ වෙළඳපොළ ARG1 , තිබේ be.01 , . O ]","[ වෙළඳපොළ ARG1 , තිබේ be.02 , . O ]"
මම හිතන්නේ සරල පිළිතුරක් නැහැ .,"[ මම ARG0 , හිතන්නේ think.01 , සරල ARG1 , පිළිතුරක් ARG1 , නැහැ ARGM-NEG , . O ]","[ මම ARG0 , හිතන්නේ think.01 , සරල ARG1 , පිළිතුරක් ARG1 , නැහැ ARGM-NEG , . O ]"
අපට සටන් පාඨ අවශ්‍ය නැත . ,"[ අපට ARG0 , සටන් ARG1 , පාඨ ARG1 , අවශ්‍ය need.01 , නැත ARGM-NEG , . O ]","[ අපට ARG0 , සටන් ARG0 , පාඨ ARG0 , අවශ්\u200dය need.01 , නැත ARGM-NEG , . O ]"
ඉරානයේ යමක් වෙනස් කළ යුතුයි .,"[ ඉරානයේ ARGM-LOC , යමක් ARG1 , වෙනස් change.01 , කළ change.01 , යුතුයි O , . O ] , [ ඉරානයේ ARG1 , යමක් ARG0 , වෙනස් ARG1 , කළ ARG1 , යුතුයි need.01 , . O ]","[ ඉරානයේ ARG1 , යමක් ARG1 , වෙනස් change.01 , කළ change.01 , යුතුයි ARGM-MOD , . O ], [ ඉරානයේ ARG1 , යමක් ARG1 , වෙනස් ARG1 , කළ ARG1 , යුතුයි need.01 , . O ]"
මෙය බොහෝ වාසි ගෙන දිය හැකිය .,"[ මෙය ARG0 , බොහෝ ARG1 , වාසි ARG1 , ගෙන bring.01 , දිය bring.01 , හැකිය ARGM-MOD , . O ]","[ මෙය ARG1 , බොහෝ O , වාසි O , ගෙන O , දිය give.01 , හැකිය ARGM-MOD , . O ]"
මෙම යෝජනාවේ ප්‍රතිඑලය මම සාදරයෙන් පිළිගනිමි .,"[ මෙම ARG1 , යෝජනාවේ ARG1 , ප්‍රතිඑලය ARG1 , මම ARG0 , සාදරයෙන් welcome.01 , පිළිගනිමි welcome.01 , . O ]","[ මෙම ARG1 , යෝජනාවේ ARG1 , ප්\u200dරතිඑලය ARG1 , මම ARG0 , සාදරයෙන් welcome.01 , පිළිගනිමි O , . O ]"
ක්‍රියාකාරී සැලැස්ම මෙම වැඩිදියුණු කිරීමට දායක වී ඇත .,"[ ක්‍රියාකාරී ARG0 , සැලැස්ම ARG1 , මෙම ARG2 , වැඩිදියුණු ARG2 , කිරීමට ARG2 , දායක contribute.01 , වී contribute.01 , ඇත contribute.01 , . O ]","[ ක්\u200dරියාකාරී ARG1 , සැලැස්ම ARG1 , මෙම ARG1 , වැඩිදියුණු O , කිරීමට O , දායක contribute.01 , වී O , ඇත O , . O ], [ ක්\u200dරියාකාරී ARG1 , සැලැස්ම ARG1 , මෙම O , වැඩිදියුණු O , කිරීමට O , දායක O , වී O , ඇත have.01 , . O ]"
එබැවින් අපට අසල්වැසි ප්‍රතිපත්තියේ වෙනස්කම් අවශ්‍ය වේ .,"[ එබැවින් ARGM-DIS , අපට ARG0 , අසල්වැසි ARG1 , ප්‍රතිපත්තියේ ARG1 , වෙනස්කම් ARG1 , අවශ්‍ය need.01 , වේ need.01 , . O ]","[ එබැවින් ARGM-DIS , අපට O , අසල්වැසි O , ප්\u200dරතිපත්තියේ ARG1 , වෙනස්කම් ARG1 , අවශ්\u200dය need.01 , වේ need.01 , . O ]"
අපි එය එකට ගෙන ආ යුතුයි .,"[ අපි ARG0 , එය ARG1 , එකට ARG3 , ගෙන bring.01 , ආ bring.01 , යුතුයි O , . O ]","[ අපි ARG0 , එය ARG1 , එකට ARGM-MNR , ගෙන bring.01 , ආ bring.01 , යුතුයි ARGM-MOD , . O ]"
සෑම දෙයකම හිඟයක් තිබේ .,"[ සෑම ARG1 , දෙයකම ARG1 , හිඟයක් ARG1 , තිබේ be.02 , . O ]","[ සෑම ARG1 , දෙයකම ARG1 , හිඟයක් O , තිබේ be.02 , . O ]"
මම බලාපොරොත්තු වෙනවා අපි එතනට එයි කියලා .,"[ මම ARG0 , බලාපොරොත්තු hope.01 , වෙනවා hope.01 , අපි ARG1 , එතනට ARG1 , එයි  ARG1 , කියලා  ARG1 , . O ] , [ මම O , බලාපොරොත්තු O , වෙනවා O , අපි ARG1 , එතනට ARG2 , එයි  get.05 , කියලා  O , . O ]","[ මම ARG0 , බලාපොරොත්තු hope.01 , වෙනවා hope.01 , අපි O , එතනට O , එයි O , කියලා O , . O ], [ මම O , බලාපොරොත්තු O , වෙනවා O , අපි O , එතනට O , එයි come.04 , කියලා O , . O ]"
විකල්ප ඕනෑ තරම් තිබේ .,"[ විකල්ප ARG1 , ඕනෑ ARG1 , තරම් ARG1 , තිබේ be.02 , . O ]","[ විකල්ප ARG1 , ඕනෑ ARG1 , තරම් ARG1 , තිබේ be.02 , . O ]"
ඒවා සරලවම සමාන ය .,"[ ඒවා ARG1 , සරලවම ARGM-ADV , සමාන ARG2 , ය be.01 , . O ]","[ ඒවා ARG1 , සරලවම ARGM-ADV , සමාන ARG2 , ය be.01 , . O ]"
යුරෝපය බෙලාරුස්හි ආර්ථික ප්‍රතිසංස්කරණ සඳහා සහාය දිය යුතුය .,"[ යුරෝපය ARG0 , බෙලාරුස්හි ARG1 , ආර්ථික ARG1 , ප්‍රතිසංස්කරණ ARG1 , සඳහා ARG1 , සහාය support.01 , දිය support.01 , යුතුය ARGM-MOD , . O ]","[ යුරෝපය ARG0 , බෙලාරුස්හි ARG1 , ආර්ථික ARG1 , ප්\u200dරතිසංස්කරණ ARG1 , සඳහා ARG1 , සහාය support.01 , දිය O , යුතුය ARGM-MOD , . O ]"
එබැවින් කිසිදු ගැටළුවක් නොමැත . ,"[ එබැවින් ARGM-ADV , කිසිදු ARG1 , ගැටළුවක් ARG1 , නොමැත ARG1 , . O  ]",[ ]
"කෙසේ වෙතත් , මම මෙහි සිටිමි .","[ කෙසේ ARGM-DIS , වෙතත් ARGM-DIS , , O , මම ARG1 , මෙහි ARG2 , සිටිමි be.01 , . O ]","[ කෙසේ ARGM-DIS , වෙතත් O , , O , මම ARG0 , මෙහි ARGM-LOC , සිටිමි be.01 , . O ]"
"ජනාධිපතිතුමනි , මම එය කෙටියෙන් ඉදිරිපත් කරමි .","[ ජනාධිපතිතුමනි ARGM-DIS , , O , මම ARG0 , එය ARG1 , කෙටියෙන් ARG1 , ඉදිරිපත් make.02 , කරමි make.02 , . O ]","[ ජනාධිපතිතුමනි ARGM-DIS , , O , මම ARG0 , එය ARG1 , කෙටියෙන් ARG1 , ඉදිරිපත් make.LV , කරමි make.LV , . O ]"
එබැවින් මූලික ගැලපීමක් අවශ්‍ය වේ .,"[ එබැවින් ARGM-DIS , මූලික ARG1 , ගැලපීමක් ARG1 , අවශ්‍ය need.01 , වේ need.01 , . O ]","[ එබැවින් ARGM-DIS , මූලික ARG1 , ගැලපීමක් ARG1 , අවශ්\u200dය need.01 , වේ need.01 , . O ]"
සමාව ඉල්ලීමක් අප අසා නැත .,"[ සමාව ARG1 , ඉල්ලීමක් ARG1 , අප ARG0 , අසා hear.01 , නැත ARGM-NEG , . O ]","[ සමාව apologize.01 , ඉල්ලීමක් O , අප O , අසා O , නැත O , . O ], [ සමාව ARG1 , ඉල්ලීමක් ARG1 , අප ARG0 , අසා hear.01 , නැත ARGM-NEG , . O ]"
ඒ නිසා මම ඡන්ද කට්ටලයට ඡන්දය දුන්නා .,"[ ඒ ARGM-DIS , නිසා ARGM-DIS , මම ARG0 , ඡන්ද ARG1 , කට්ටලයට ARG1 , ඡන්දය vote.01 , දුන්නා vote.01 , . O ]","[ ඒ O , නිසා ARGM-CAU , මම ARG0 , ඡන්ද ARG1 , කට්ටලයට ARG1 , ඡන්දය O , දුන්නා vote.01 , . O ]"
මෙය එසේ වන්නේ ඇයි ?,"[ මෙය ARG1 , එසේ ARG2 , වන්නේ be.01 , ඇයි ARGM-CAU , ? O ]","[ මෙය ARG1 , එසේ ARG1 , වන්නේ be.01 , ඇයි ARGM-CAU , ? O , . O ]"
"ඇත්ත වශයෙන්ම , මෙම රීතිය වෙනස් කළ හැකිය .","[ ඇත්ත ARGM-ADV , වශයෙන්ම ARGM-ADV , , O , මෙම ARG1 , රීතිය ARG1 , වෙනස් change.01 , කළ change.01 , හැකිය ARGM-MOD , . O ]","[ ඇත්ත ARGM-DIS , වශයෙන්ම ARGM-DIS , , O , මෙම ARG1 , රීතිය ARG1 , වෙනස් change.01 , කළ change.01 , හැකිය ARGM-MOD , . O ]"
අපි මේ ඡන්දයෙන් ඉතිහාසය හදනවා .,"[ අපි ARG0 , මේ ARG2 , ඡන්දයෙන් ARG2 , ඉතිහාසය ARG1 , හදනවා make.01 , . O ]",[ ]
මම එසේ නො සිතිය යුතුයි .,"[ මම ARG0 , එසේ ARG1 , නො ARGM-NEG , සිතිය think.01 , යුතුයි ARGM-MOD , . O ]","[ මම ARG0 , එසේ O , නො ARGM-NEG , සිතිය think.01 , යුතුයි ARGM-MOD , . O ]"
අපට මෙහි වඩා ප්‍රායෝගික ප්‍රවේශයක් අවශ්‍යයි .,"[ අපට ARG0 , මෙහි ARGM-LOC , වඩා ARG1 , ප්‍රායෝගික ARG1 , ප්‍රවේශයක් ARG1 , අවශ්‍යයි need.01 , . O ]","[ අපට ARG0 , මෙහි ARGM-LOC , වඩා ARG1 , ප්\u200dරායෝගික ARG1 , ප්\u200dරවේශයක් ARG1 , අවශ්\u200dයයි need.01 , . O ]"
ව්යාකූලත්වයට මම සමාව ඉල්ලමි .,"[ ව්යාකූලත්වයට ARG2 , මම ARG0 , සමාව apologize.01 , ඉල්ලමි apologize.01 , . O ]","[ ව්යාකූලත්වයට ARG1 , මම ARG0 , සමාව apologize.01 , ඉල්ලමි apologize.01 , . O ]"
"කෙසේ වෙතත් , මම පෞද්ගලිකව යථාර්ථවාදය ඉල්ලා සිටිමි .","[ කෙසේ ARGM-DIS , වෙතත් ARGM-DIS , , O , මම ARG0 , පෞද්ගලිකව ARGM-ADV , යථාර්ථවාදය ARG1 , ඉල්ලා urge.01 , සිටිමි urge.01 , . O ]","[ කෙසේ ARGM-DIS , වෙතත් O , , O , මම ARG0 , පෞද්ගලිකව ARGM-MNR , යථාර්ථවාදය ARGM-MNR , ඉල්ලා urge.01 , සිටිමි urge.01 , . O ]"
ජනාධිපති ධුරය සෑම සාර්ථකත්වයක්ම පතමි .,"[ ජනාධිපති ARG2 , ධුරය ARG2 , සෑම ARG1 , සාර්ථකත්වයක්ම ARG1 , පතමි wish.01 , . O ]","[ ජනාධිපති ARG1 , ධුරය O , සෑම ARG1 , සාර්ථකත්වයක්ම ARG1 , පතමි wish.01 , . O ]"
හමාස් සංවිධානයට ඊශ්‍රායලයට රොකට් ප්‍රහාර එල්ල කිරීම නතර කළ යුතුය .,"[ හමාස් ARG0 , සංවිධානයට ARG0 , ඊශ්‍රායලයට ARGM-DIR , රොකට් ARG1 , ප්‍රහාර ARG1 , එල්ල fire.01 , කිරීම fire.01 , නතර O , කළ O , යුතුය O , . O ] , [ හමාස් ARG0 , සංවිධානයට ARG0 , ඊශ්‍රායලයට ARG1 , රොකට් ARG1 , ප්‍රහාර ARG1 , එල්ල ARG1 , කිරීම ARG1 , නතර stop.01 , කළ stop.01 , යුතුය O , . O ]",[ ]
අරාබි ලීගය තුළ ගැඹුරු බෙදීම් අපට පෙනේ .,"[ අරාබි ARG1 , ලීගය ARG1 , තුළ ARG1 , ගැඹුරු ARG1 , බෙදීම් ARG1 , අපට ARG0 , පෙනේ see.01 , . O ]","[ අරාබි ARG1 , ලීගය ARG1 , තුළ ARGM-LOC , ගැඹුරු ARG1 , බෙදීම් ARG1 , අපට ARG0 , පෙනේ seem.01 , . O ]"
ඔබට ස්තුතියි ; එය හොඳ සලකුණකි . ,"[ ඔබට ARG1 , ස්තුතියි thank.01 , ; O , එය O , හොඳ O , සලකුණකි O , . O ] , [ ඔබට O , ස්තුතියි O , ; O , එය ARG1 , හොඳ ARG2 , සලකුණකි ARG2 , . O  ]","[ ඔබට ARG0 , ස්තුතියි thank.01 , ; O , එය O , හොඳ O , සලකුණකි O , . O ]"
එහි කිසිදු අර්ථයක් නැත . ,"[ එහි ARG1 , කිසිදු ARG1 , අර්ථයක් O , නැත O , . O  ]","[ එහි ARG1 , කිසිදු ARG1 , අර්ථයක් have.03 , නැත O , . O ]"
මෙය දිගටම කරගෙන යා නොහැක .,"[ මෙය ARG1 , දිගටම continue.01 , කරගෙන continue.01 , යා continue.01 , නොහැක O , . O ]","[ මෙය ARG1 , දිගටම continue.01 , කරගෙන O , යා O , නොහැක O , . O ]"
මම හිතන්නේ එය විස්තීර්ණ මෙන්ම අභිලාෂකාමී ය .,"[ මම ARG0 , හිතන්නේ think.01 , එය ARG1 , විස්තීර්ණ ARG1 , මෙන්ම ARG1 , අභිලාෂකාමී ARG1 , ය ARG1 , . O ] , [ මම O , හිතන්නේ O , එය ARG1 , විස්තීර්ණ ARG2 , මෙන්ම ARG2 , අභිලාෂකාමී ARG2 , ය be.01 , . O ]","[ මම ARG0 , හිතන්නේ think.01 , එය ARG1 , විස්තීර්ණ ARG1 , මෙන්ම O , අභිලාෂකාමී ARG2 , ය O , . O ], [ මම O , හිතන්නේ O , එය ARG1 , විස්තීර්ණ ARG2 , මෙන්ම ARG2 , අභිලාෂකාමී ARG2 , ය be.01 , . O ]"
අපගේ ප්‍රවේශය සඳහා ඔබගේ සහයෝගය මම සාදරයෙන් පිළිගනිමි .,"[ අපගේ ARG1 , ප්‍රවේශය ARG1 , සඳහා ARG1 , ඔබගේ ARG1 , සහයෝගය ARG1 , මම ARG0 , සාදරයෙන් welcome.01 , පිළිගනිමි welcome.01 , . O ]","[ අපගේ ARG1 , ප්\u200dරවේශය ARG1 , සඳහා ARG1 , ඔබගේ ARG1 , සහයෝගය ARG1 , මම ARG0 , සාදරයෙන් welcome.01 , පිළිගනිමි O , . O ]"
"කෙසේ වෙතත් , එය පමණක් ප්රමාණවත් නො වනු ඇත .","[ කෙසේ ARGM-DIS , වෙතත් ARGM-DIS , , O , එය ARG1 , පමණක් ARG1 , ප්රමාණවත් ARG2 , නො ARGM-NEG , වනු be.01 , ඇත ARGM-MOD , . O ]","[ කෙසේ ARGM-DIS , වෙතත් O , , O , එය ARG1 , පමණක් ARG2 , ප්රමාණවත් ARG2 , නො ARGM-NEG , වනු be.01 , ඇත ARGM-MOD , . O ]"
එයින් අදහස් වන්නේ ස්වයංක්‍රීය සංස්කෘතික වීසා බලපත්‍රයකි .,"[ එයින් ARG0 , අදහස් mean.01 , වන්නේ mean.01 , ස්වයංක්‍රීය ARG1 , සංස්කෘතික ARG1 , වීසා ARG1 , බලපත්‍රයකි ARG1 , . O ]","[ එයින් ARG1 , අදහස් ARG1 , වන්නේ be.01 , ස්වයංක්\u200dරීය ARG1 , සංස්කෘතික ARG1 , වීසා ARG1 , බලපත්\u200dරයකි ARG1 , . O ]"
Srebrenica යනු ජනවාර්ගික පිරිසිදු කිරීමේ සංකේතයකි .,"[ Srebrenica ARG1 , යනු be.01 , ජනවාර්ගික ARG2 , පිරිසිදු ARG2 , කිරීමේ ARG2 , සංකේතයකි ARG2 , . O ]","[ Srebrenica O , යනු be.01 , ජනවාර්ගික ARG2 , පිරිසිදු ARG2 , කිරීමේ O , සංකේතයකි O , . O ]"
එබැවින් මම වාර්තාවට පක්ෂව ඡන්දය ප්‍රකාශ කළෙමි .,"[ එබැවින් ARGM-DIS , මම ARG0 , වාර්තාවට ARG1 , පක්ෂව ARG1 , ඡන්දය vote.01 , ප්‍රකාශ vote.01 , කළෙමි vote.01 , . O ]","[ එබැවින් ARGM-DIS , මම ARG0 , වාර්තාවට ARG1 , පක්ෂව ARG1 , ඡන්දය vote.01 , ප්\u200dරකාශ O , කළෙමි O , . O ]"
කනගාටුවට කරුණ නම් පිළිතුර ' නැත ' යන්නයි .,"[ කනගාටුවට ARGM-ADV , කරුණ ARGM-ADV , නම් ARGM-ADV , පිළිතුර ARG1 , ' O , නැත ARG2 , ' O , යන්නයි be.01 , . O ]","[ කනගාටුවට ARGM-DIS , කරුණ ARG1 , නම් O , පිළිතුර ARG1, "" O"", නැත O, "" O"", යන්නයි be.01 , . O ]"
එය මෙම අයිතමය අවසන් කරයි .,"[ එය ARG0 , මෙම ARG1 , අයිතමය ARG1 , අවසන් conclude.01 , කරයි conclude.01 , . O ]","[ එය ARG1 , මෙම ARG1 , අයිතමය ARG1 , අවසන් conclude.01 , කරයි conclude.01 , . O ]"
